datadatetime,venuename,typeofspace,current,expected
2020-04-03 06:00:00,Rancho Park Golf Club,park,14,23
2020-04-03 07:00:00,Rancho Park Golf Club,park,23,41
2020-04-03 08:00:00,Rancho Park Golf Club,park,23,61
2020-04-03 09:00:00,Rancho Park Golf Club,park,17,74
2020-04-03 10:00:00,Rancho Park Golf Club,park,11,78
2020-04-03 11:00:00,Rancho Park Golf Club,park,7,76
2020-04-03 12:00:00,Rancho Park Golf Club,park,14,75
2020-04-03 13:00:00,Rancho Park Golf Club,park,10,79
2020-04-03 14:00:00,Rancho Park Golf Club,park,13,82
2020-04-03 15:00:00,Rancho Park Golf Club,park,5,81
2020-04-03 16:00:00,Rancho Park Golf Club,park,2,71
2020-04-03 17:00:00,Rancho Park Golf Club,park,0,55
2020-04-03 18:00:00,Rancho Park Golf Club,park,0,41
2020-04-03 19:00:00,Rancho Park Golf Club,park,0,30
2020-04-03 20:00:00,Rancho Park Golf Club,park,1,18
2020-04-03 21:00:00,Rancho Park Golf Club,park,0,8
2020-04-03 22:00:00,Rancho Park Golf Club,park,0,0
2020-04-03 23:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 00:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 01:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 02:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 03:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 04:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 05:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 06:00:00,Rancho Park Golf Club,park,0,15
2020-04-04 07:00:00,Rancho Park Golf Club,park,10,31
2020-04-04 08:00:00,Rancho Park Golf Club,park,17,52
2020-04-04 09:00:00,Rancho Park Golf Club,park,16,74
2020-04-04 10:00:00,Rancho Park Golf Club,park,15,92
2020-04-04 11:00:00,Rancho Park Golf Club,park,10,98
2020-04-04 12:00:00,Rancho Park Golf Club,park,12,95
2020-04-04 13:00:00,Rancho Park Golf Club,park,10,89
2020-04-04 14:00:00,Rancho Park Golf Club,park,8,85
2020-04-04 15:00:00,Rancho Park Golf Club,park,7,82
2020-04-04 16:00:00,Rancho Park Golf Club,park,2,71
2020-04-04 17:00:00,Rancho Park Golf Club,park,0,54
2020-04-04 18:00:00,Rancho Park Golf Club,park,0,39
2020-04-04 19:00:00,Rancho Park Golf Club,park,0,28
2020-04-04 20:00:00,Rancho Park Golf Club,park,0,20
2020-04-04 21:00:00,Rancho Park Golf Club,park,0,11
2020-04-04 22:00:00,Rancho Park Golf Club,park,0,0
2020-04-04 23:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 00:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 01:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 02:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 03:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 04:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 05:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 06:00:00,Rancho Park Golf Club,park,7,12
2020-04-05 07:00:00,Rancho Park Golf Club,park,12,27
2020-04-05 08:00:00,Rancho Park Golf Club,park,12,44
2020-04-05 09:00:00,Rancho Park Golf Club,park,7,55
2020-04-05 10:00:00,Rancho Park Golf Club,park,9,60
2020-04-05 11:00:00,Rancho Park Golf Club,park,10,68
2020-04-05 13:00:00,Rancho Park Golf Club,park,10,94
2020-04-05 14:00:00,Rancho Park Golf Club,park,7,100
2020-04-05 15:00:00,Rancho Park Golf Club,park,1,93
2020-04-05 16:00:00,Rancho Park Golf Club,park,0,76
2020-04-05 17:00:00,Rancho Park Golf Club,park,0,54
2020-04-05 18:00:00,Rancho Park Golf Club,park,0,34
2020-04-05 19:00:00,Rancho Park Golf Club,park,0,18
2020-04-05 20:00:00,Rancho Park Golf Club,park,0,8
2020-04-05 21:00:00,Rancho Park Golf Club,park,0,2
2020-04-05 22:00:00,Rancho Park Golf Club,park,0,0
2020-04-05 23:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 00:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 01:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 02:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 03:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 04:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 05:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 06:00:00,Rancho Park Golf Club,park,13,15
2020-04-06 07:00:00,Rancho Park Golf Club,park,15,27
2020-04-06 08:00:00,Rancho Park Golf Club,park,16,39
2020-04-06 09:00:00,Rancho Park Golf Club,park,9,49
2020-04-06 10:00:00,Rancho Park Golf Club,park,11,56
2020-04-06 11:00:00,Rancho Park Golf Club,park,15,63
2020-04-06 12:00:00,Rancho Park Golf Club,park,14,70
2020-04-06 13:00:00,Rancho Park Golf Club,park,13,74
2020-04-06 14:00:00,Rancho Park Golf Club,park,13,74
2020-04-06 15:00:00,Rancho Park Golf Club,park,6,68
2020-04-06 16:00:00,Rancho Park Golf Club,park,0,56
2020-04-06 17:00:00,Rancho Park Golf Club,park,0,42
2020-04-06 18:00:00,Rancho Park Golf Club,park,0,28
2020-04-06 19:00:00,Rancho Park Golf Club,park,0,16
2020-04-06 20:00:00,Rancho Park Golf Club,park,0,8
2020-04-06 21:00:00,Rancho Park Golf Club,park,0,3
2020-04-06 22:00:00,Rancho Park Golf Club,park,0,0
2020-04-06 23:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 00:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 01:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 02:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 03:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 04:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 05:00:00,Rancho Park Golf Club,park,0,0
2020-04-07 06:00:00,Rancho Park Golf Club,park,25,32
2020-04-07 07:00:00,Rancho Park Golf Club,park,35,61
2020-04-07 08:00:00,Rancho Park Golf Club,park,24,70
2020-04-07 09:00:00,Rancho Park Golf Club,park,17,67
2020-04-07 10:00:00,Rancho Park Golf Club,park,22,72
2020-04-07 11:00:00,Rancho Park Golf Club,park,22,82
2020-04-07 12:00:00,Rancho Park Golf Club,park,19,85
2020-04-07 13:00:00,Rancho Park Golf Club,park,15,79
2020-04-07 14:00:00,Rancho Park Golf Club,park,10,69
2020-04-07 15:00:00,Rancho Park Golf Club,park,5,59
2020-04-07 16:00:00,Rancho Park Golf Club,park,0,51
2020-04-07 17:00:00,Rancho Park Golf Club,park,2,43
2020-03-25 22:00:00,Lookout Point Park,park,0,0
2020-03-25 23:00:00,Lookout Point Park,park,0,0
2020-03-26 00:00:00,Lookout Point Park,park,0,0
2020-03-26 01:00:00,Lookout Point Park,park,0,0
2020-03-26 02:00:00,Lookout Point Park,park,0,0
2020-03-26 03:00:00,Lookout Point Park,park,0,0
2020-03-26 04:00:00,Lookout Point Park,park,0,0
2020-03-26 05:00:00,Lookout Point Park,park,0,0
2020-03-26 06:00:00,Lookout Point Park,park,0,3
2020-03-26 07:00:00,Lookout Point Park,park,0,3
2020-03-26 08:00:00,Lookout Point Park,park,0,3
2020-03-26 09:00:00,Lookout Point Park,park,0,6
2020-03-26 10:00:00,Lookout Point Park,park,0,13
2020-03-26 11:00:00,Lookout Point Park,park,0,20
2020-03-26 12:00:00,Lookout Point Park,park,0,24
2020-03-26 13:00:00,Lookout Point Park,park,0,24
2020-03-26 14:00:00,Lookout Point Park,park,0,20
2020-03-26 15:00:00,Lookout Point Park,park,0,17
2020-03-26 16:00:00,Lookout Point Park,park,0,17
2020-03-26 17:00:00,Lookout Point Park,park,0,24
2020-03-26 18:00:00,Lookout Point Park,park,0,37
2020-03-26 19:00:00,Lookout Point Park,park,0,55
2020-03-26 20:00:00,Lookout Point Park,park,0,68
2020-03-26 21:00:00,Lookout Point Park,park,0,65
2020-03-26 22:00:00,Lookout Point Park,park,0,0
2020-03-26 23:00:00,Lookout Point Park,park,0,0
2020-03-27 00:00:00,Lookout Point Park,park,0,0
2020-03-27 01:00:00,Lookout Point Park,park,0,0
2020-03-27 02:00:00,Lookout Point Park,park,0,0
2020-03-27 03:00:00,Lookout Point Park,park,0,0
2020-03-27 04:00:00,Lookout Point Park,park,0,0
2020-03-27 05:00:00,Lookout Point Park,park,0,0
2020-03-27 06:00:00,Lookout Point Park,park,0,10
2020-03-27 07:00:00,Lookout Point Park,park,0,3
2020-03-27 08:00:00,Lookout Point Park,park,0,3
2020-03-27 09:00:00,Lookout Point Park,park,0,6
2020-03-27 10:00:00,Lookout Point Park,park,0,17
2020-03-27 11:00:00,Lookout Point Park,park,0,17
2020-03-27 12:00:00,Lookout Point Park,park,0,13
2020-03-27 13:00:00,Lookout Point Park,park,0,6
2020-03-27 14:00:00,Lookout Point Park,park,0,6
2020-03-27 15:00:00,Lookout Point Park,park,0,13
2020-03-27 16:00:00,Lookout Point Park,park,0,27
2020-03-27 17:00:00,Lookout Point Park,park,0,41
2020-03-27 18:00:00,Lookout Point Park,park,0,51
2020-03-27 19:00:00,Lookout Point Park,park,0,62
2020-03-27 20:00:00,Lookout Point Park,park,0,65
2020-03-27 21:00:00,Lookout Point Park,park,0,58
2020-03-27 22:00:00,Lookout Point Park,park,0,0
2020-03-27 23:00:00,Lookout Point Park,park,0,0
2020-03-28 00:00:00,Lookout Point Park,park,0,0
2020-03-28 01:00:00,Lookout Point Park,park,0,0
2020-03-28 02:00:00,Lookout Point Park,park,0,0
2020-03-28 03:00:00,Lookout Point Park,park,0,0
2020-03-28 04:00:00,Lookout Point Park,park,0,0
2020-03-28 05:00:00,Lookout Point Park,park,0,0
2020-03-28 06:00:00,Lookout Point Park,park,0,10
2020-03-28 07:00:00,Lookout Point Park,park,0,10
2020-03-28 08:00:00,Lookout Point Park,park,0,13
2020-03-28 09:00:00,Lookout Point Park,park,0,20
2020-03-28 10:00:00,Lookout Point Park,park,0,24
2020-03-28 11:00:00,Lookout Point Park,park,0,34
2020-03-28 12:00:00,Lookout Point Park,park,0,41
2020-03-28 13:00:00,Lookout Point Park,park,0,48
2020-03-28 14:00:00,Lookout Point Park,park,0,58
2020-03-28 15:00:00,Lookout Point Park,park,0,65
2020-03-28 16:00:00,Lookout Point Park,park,0,68
2020-03-28 17:00:00,Lookout Point Park,park,0,72
2020-03-28 18:00:00,Lookout Point Park,park,0,72
2020-03-28 19:00:00,Lookout Point Park,park,0,79
2020-03-28 20:00:00,Lookout Point Park,park,0,100
2020-03-28 21:00:00,Lookout Point Park,park,0,96
2020-03-28 22:00:00,Lookout Point Park,park,0,0
2020-03-28 23:00:00,Lookout Point Park,park,0,0
2020-03-29 00:00:00,Lookout Point Park,park,0,0
2020-03-29 01:00:00,Lookout Point Park,park,0,0
2020-03-29 02:00:00,Lookout Point Park,park,0,0
2020-03-29 03:00:00,Lookout Point Park,park,0,0
2020-03-29 04:00:00,Lookout Point Park,park,0,0
2020-03-29 05:00:00,Lookout Point Park,park,0,0
2020-03-29 06:00:00,Lookout Point Park,park,0,3
2020-03-29 07:00:00,Lookout Point Park,park,0,3
2020-03-29 08:00:00,Lookout Point Park,park,0,3
2020-03-29 09:00:00,Lookout Point Park,park,0,6
2020-03-29 10:00:00,Lookout Point Park,park,0,13
2020-03-29 11:00:00,Lookout Point Park,park,0,27
2020-03-29 12:00:00,Lookout Point Park,park,0,44
2020-03-29 13:00:00,Lookout Point Park,park,0,51
2020-03-29 14:00:00,Lookout Point Park,park,0,55
2020-03-29 15:00:00,Lookout Point Park,park,0,65
2020-03-29 16:00:00,Lookout Point Park,park,0,79
2020-03-29 17:00:00,Lookout Point Park,park,0,89
2020-03-29 18:00:00,Lookout Point Park,park,0,89
2020-03-29 19:00:00,Lookout Point Park,park,0,82
2020-03-29 20:00:00,Lookout Point Park,park,0,65
2020-03-29 21:00:00,Lookout Point Park,park,0,48
2020-03-29 22:00:00,Lookout Point Park,park,0,0
2020-03-29 23:00:00,Lookout Point Park,park,0,0
2020-03-30 00:00:00,Lookout Point Park,park,0,0
2020-03-30 01:00:00,Lookout Point Park,park,0,0
2020-03-30 02:00:00,Lookout Point Park,park,0,0
2020-03-30 03:00:00,Lookout Point Park,park,0,0
2020-03-30 04:00:00,Lookout Point Park,park,0,0
2020-03-30 05:00:00,Lookout Point Park,park,0,0
2020-03-30 06:00:00,Lookout Point Park,park,0,3
2020-03-30 07:00:00,Lookout Point Park,park,0,3
2020-03-30 08:00:00,Lookout Point Park,park,0,6
2020-03-30 09:00:00,Lookout Point Park,park,0,10
2020-03-30 10:00:00,Lookout Point Park,park,0,17
2020-03-30 11:00:00,Lookout Point Park,park,0,24
2020-03-30 12:00:00,Lookout Point Park,park,0,27
2020-03-30 14:00:00,Lookout Point Park,park,0,34
2020-03-30 15:00:00,Lookout Point Park,park,0,37
2020-03-30 16:00:00,Lookout Point Park,park,0,44
2020-03-30 17:00:00,Lookout Point Park,park,0,51
2020-03-30 18:00:00,Lookout Point Park,park,0,58
2020-03-30 19:00:00,Lookout Point Park,park,0,58
2020-03-30 20:00:00,Lookout Point Park,park,0,55
2020-03-30 21:00:00,Lookout Point Park,park,0,44
2020-03-30 22:00:00,Lookout Point Park,park,0,0
2020-03-30 23:00:00,Lookout Point Park,park,0,0
2020-03-31 00:00:00,Lookout Point Park,park,0,0
2020-03-31 01:00:00,Lookout Point Park,park,0,0
2020-03-31 02:00:00,Lookout Point Park,park,0,0
2020-03-31 03:00:00,Lookout Point Park,park,0,0
2020-03-31 04:00:00,Lookout Point Park,park,0,0
2020-03-31 05:00:00,Lookout Point Park,park,0,0
2020-03-31 06:00:00,Lookout Point Park,park,0,3
2020-03-31 07:00:00,Lookout Point Park,park,0,6
2020-03-31 08:00:00,Lookout Point Park,park,0,10
2020-03-31 09:00:00,Lookout Point Park,park,0,13
2020-03-31 10:00:00,Lookout Point Park,park,0,17
2020-03-31 11:00:00,Lookout Point Park,park,0,17
2020-03-31 12:00:00,Lookout Point Park,park,0,17
2020-03-31 13:00:00,Lookout Point Park,park,0,17
2020-03-31 14:00:00,Lookout Point Park,park,0,17
2020-03-31 15:00:00,Lookout Point Park,park,0,20
2020-03-31 16:00:00,Lookout Point Park,park,0,27
2020-03-31 17:00:00,Lookout Point Park,park,0,34
2020-03-31 18:00:00,Lookout Point Park,park,0,48
2020-03-31 19:00:00,Lookout Point Park,park,0,55
2020-03-31 20:00:00,Lookout Point Park,park,0,58
2020-03-31 21:00:00,Lookout Point Park,park,0,51
2020-03-31 22:00:00,Lookout Point Park,park,0,0
2020-03-31 23:00:00,Lookout Point Park,park,0,0
2020-04-01 00:00:00,Lookout Point Park,park,0,0
2020-04-01 01:00:00,Lookout Point Park,park,0,0
2020-04-01 02:00:00,Lookout Point Park,park,0,0
2020-04-01 03:00:00,Lookout Point Park,park,0,0
2020-04-01 04:00:00,Lookout Point Park,park,0,0
2020-04-01 05:00:00,Lookout Point Park,park,0,0
2020-04-01 06:00:00,Lookout Point Park,park,0,27
2020-04-01 07:00:00,Lookout Point Park,park,0,34
2020-04-01 08:00:00,Lookout Point Park,park,0,3
2020-04-01 09:00:00,Lookout Point Park,park,0,3
2020-04-01 10:00:00,Lookout Point Park,park,0,6
2020-04-01 11:00:00,Lookout Point Park,park,0,17
2020-04-01 12:00:00,Lookout Point Park,park,0,27
2020-04-01 13:00:00,Lookout Point Park,park,0,41
2020-04-01 14:00:00,Lookout Point Park,park,0,48
2020-04-01 15:00:00,Lookout Point Park,park,0,55
2020-04-01 16:00:00,Lookout Point Park,park,0,55
2020-04-01 17:00:00,Lookout Point Park,park,0,55
2020-04-01 18:00:00,Lookout Point Park,park,0,55
2020-04-01 19:00:00,Lookout Point Park,park,0,55
2020-04-01 20:00:00,Lookout Point Park,park,0,55
2020-04-01 21:00:00,Lookout Point Park,park,0,51
2020-04-01 22:00:00,Lookout Point Park,park,0,0
2020-04-01 23:00:00,Lookout Point Park,park,0,0
2020-04-02 00:00:00,Lookout Point Park,park,0,0
2020-04-02 01:00:00,Lookout Point Park,park,0,0
2020-04-02 02:00:00,Lookout Point Park,park,0,0
2020-04-02 03:00:00,Lookout Point Park,park,0,0
2020-04-02 04:00:00,Lookout Point Park,park,0,0
2020-04-02 05:00:00,Lookout Point Park,park,0,0
2020-04-02 06:00:00,Lookout Point Park,park,0,3
2020-04-02 07:00:00,Lookout Point Park,park,0,3
2020-04-02 08:00:00,Lookout Point Park,park,0,3
2020-04-02 09:00:00,Lookout Point Park,park,0,6
2020-04-02 10:00:00,Lookout Point Park,park,0,13
2020-04-02 11:00:00,Lookout Point Park,park,0,20
2020-04-02 12:00:00,Lookout Point Park,park,0,24
2020-04-02 13:00:00,Lookout Point Park,park,0,24
2020-04-02 14:00:00,Lookout Point Park,park,0,20
2020-04-02 15:00:00,Lookout Point Park,park,0,17
2020-04-02 16:00:00,Lookout Point Park,park,0,17
2020-04-02 17:00:00,Lookout Point Park,park,0,24
2020-04-02 18:00:00,Lookout Point Park,park,0,37
2020-04-02 19:00:00,Lookout Point Park,park,0,55
2020-04-02 20:00:00,Lookout Point Park,park,0,68
2020-04-02 21:00:00,Lookout Point Park,park,0,65
2020-04-02 22:00:00,Lookout Point Park,park,0,0
2020-04-02 23:00:00,Lookout Point Park,park,0,0
2020-04-03 00:00:00,Lookout Point Park,park,0,0
2020-04-03 01:00:00,Lookout Point Park,park,0,0
2020-04-03 02:00:00,Lookout Point Park,park,0,0
2020-04-03 03:00:00,Lookout Point Park,park,0,0
2020-04-03 04:00:00,Lookout Point Park,park,0,0
2020-04-03 05:00:00,Lookout Point Park,park,0,0
2020-04-03 06:00:00,Lookout Point Park,park,0,10
2020-04-03 07:00:00,Lookout Point Park,park,0,3
2020-04-03 08:00:00,Lookout Point Park,park,0,3
2020-04-03 09:00:00,Lookout Point Park,park,0,6
2020-04-03 10:00:00,Lookout Point Park,park,0,17
2020-04-03 11:00:00,Lookout Point Park,park,0,17
2020-04-03 12:00:00,Lookout Point Park,park,0,13
2020-04-03 13:00:00,Lookout Point Park,park,0,6
2020-04-03 14:00:00,Lookout Point Park,park,0,6
2020-04-03 15:00:00,Lookout Point Park,park,0,13
2020-04-03 16:00:00,Lookout Point Park,park,0,27
2020-04-03 17:00:00,Lookout Point Park,park,0,41
2020-04-03 18:00:00,Lookout Point Park,park,0,51
2020-04-03 19:00:00,Lookout Point Park,park,0,62
2020-04-03 20:00:00,Lookout Point Park,park,0,65
2020-04-03 21:00:00,Lookout Point Park,park,0,58
2020-04-03 22:00:00,Lookout Point Park,park,0,0
2020-04-03 23:00:00,Lookout Point Park,park,0,0
2020-04-04 00:00:00,Lookout Point Park,park,0,0
2020-04-04 01:00:00,Lookout Point Park,park,0,0
2020-04-04 02:00:00,Lookout Point Park,park,0,0
2020-04-04 03:00:00,Lookout Point Park,park,0,0
2020-04-04 04:00:00,Lookout Point Park,park,0,0
2020-04-04 05:00:00,Lookout Point Park,park,0,0
2020-04-04 06:00:00,Lookout Point Park,park,0,10
2020-04-04 07:00:00,Lookout Point Park,park,0,10
2020-04-04 08:00:00,Lookout Point Park,park,0,13
2020-04-04 09:00:00,Lookout Point Park,park,0,20
2020-04-04 10:00:00,Lookout Point Park,park,0,24
2020-04-04 11:00:00,Lookout Point Park,park,0,34
2020-04-04 12:00:00,Lookout Point Park,park,0,41
2020-04-04 13:00:00,Lookout Point Park,park,0,48
2020-04-04 14:00:00,Lookout Point Park,park,0,58
2020-04-04 15:00:00,Lookout Point Park,park,0,65
2020-04-04 16:00:00,Lookout Point Park,park,0,68
2020-04-04 17:00:00,Lookout Point Park,park,0,72
2020-04-04 18:00:00,Lookout Point Park,park,0,72
2020-04-04 19:00:00,Lookout Point Park,park,0,79
2020-04-04 20:00:00,Lookout Point Park,park,0,100
2020-04-04 21:00:00,Lookout Point Park,park,0,96
2020-04-04 22:00:00,Lookout Point Park,park,0,0
2020-04-04 23:00:00,Lookout Point Park,park,0,0
2020-04-05 00:00:00,Lookout Point Park,park,0,0
2020-04-05 01:00:00,Lookout Point Park,park,0,0
2020-04-05 02:00:00,Lookout Point Park,park,0,0
2020-04-05 03:00:00,Lookout Point Park,park,0,0
2020-04-05 04:00:00,Lookout Point Park,park,0,0
2020-04-05 05:00:00,Lookout Point Park,park,0,0
2020-04-05 06:00:00,Lookout Point Park,park,0,3
2020-04-05 07:00:00,Lookout Point Park,park,0,3
2020-04-05 08:00:00,Lookout Point Park,park,0,3
2020-04-05 09:00:00,Lookout Point Park,park,0,6
2020-04-05 10:00:00,Lookout Point Park,park,0,13
2020-04-05 11:00:00,Lookout Point Park,park,0,27
2020-04-05 13:00:00,Lookout Point Park,park,0,51
2020-04-05 14:00:00,Lookout Point Park,park,0,55
2020-04-05 15:00:00,Lookout Point Park,park,0,65
2020-04-05 16:00:00,Lookout Point Park,park,0,79
2020-04-05 17:00:00,Lookout Point Park,park,0,89
2020-04-05 18:00:00,Lookout Point Park,park,0,89
2020-04-05 19:00:00,Lookout Point Park,park,0,82
2020-04-05 20:00:00,Lookout Point Park,park,0,65
2020-04-05 21:00:00,Lookout Point Park,park,0,48
2020-04-05 22:00:00,Lookout Point Park,park,0,0
2020-04-05 23:00:00,Lookout Point Park,park,0,0
2020-04-06 00:00:00,Lookout Point Park,park,0,0
2020-04-06 01:00:00,Lookout Point Park,park,0,0
2020-04-06 02:00:00,Lookout Point Park,park,0,0
2020-04-06 03:00:00,Lookout Point Park,park,0,0
2020-04-06 04:00:00,Lookout Point Park,park,0,0
2020-04-06 05:00:00,Lookout Point Park,park,0,0
2020-04-06 06:00:00,Lookout Point Park,park,0,3
2020-04-06 07:00:00,Lookout Point Park,park,0,3
2020-04-06 08:00:00,Lookout Point Park,park,0,6
2020-04-06 09:00:00,Lookout Point Park,park,0,10
2020-04-06 10:00:00,Lookout Point Park,park,0,17
2020-04-06 11:00:00,Lookout Point Park,park,0,24
2020-04-06 12:00:00,Lookout Point Park,park,0,27
2020-04-06 13:00:00,Lookout Point Park,park,0,31
2020-04-06 14:00:00,Lookout Point Park,park,0,34
2020-04-06 15:00:00,Lookout Point Park,park,0,37
2020-04-06 16:00:00,Lookout Point Park,park,0,44
2020-04-06 17:00:00,Lookout Point Park,park,0,51
2020-04-06 18:00:00,Lookout Point Park,park,0,58
2020-04-06 19:00:00,Lookout Point Park,park,0,58
2020-04-06 20:00:00,Lookout Point Park,park,0,55
2020-04-06 21:00:00,Lookout Point Park,park,0,44
2020-04-06 22:00:00,Lookout Point Park,park,0,0
2020-04-06 23:00:00,Lookout Point Park,park,0,0
2020-04-07 00:00:00,Lookout Point Park,park,0,0
2020-04-07 01:00:00,Lookout Point Park,park,0,0
2020-04-07 02:00:00,Lookout Point Park,park,0,0
2020-04-07 03:00:00,Lookout Point Park,park,0,0
2020-04-07 04:00:00,Lookout Point Park,park,0,0
2020-04-07 05:00:00,Lookout Point Park,park,0,0
2020-04-07 06:00:00,Lookout Point Park,park,0,3
2020-04-07 07:00:00,Lookout Point Park,park,0,6
2020-04-07 08:00:00,Lookout Point Park,park,0,10
2020-04-07 09:00:00,Lookout Point Park,park,0,13
2020-04-07 10:00:00,Lookout Point Park,park,0,17
2020-04-07 11:00:00,Lookout Point Park,park,0,17
2020-04-07 12:00:00,Lookout Point Park,park,0,17
2020-04-07 13:00:00,Lookout Point Park,park,0,17
2020-04-07 14:00:00,Lookout Point Park,park,0,17
2020-04-07 15:00:00,Lookout Point Park,park,0,20
2020-04-07 16:00:00,Lookout Point Park,park,0,27
2020-04-07 17:00:00,Lookout Point Park,park,0,34
2020-03-21 21:00:00,Huntington Library,museum,0,0
2020-03-21 22:00:00,Huntington Library,museum,0,0
2020-03-21 23:00:00,Huntington Library,museum,0,0
2020-03-22 00:00:00,Huntington Library,museum,0,0
2020-03-22 01:00:00,Huntington Library,museum,0,0
2020-03-22 02:00:00,Huntington Library,museum,0,0
2020-03-22 03:00:00,Huntington Library,museum,0,0
2020-03-22 04:00:00,Huntington Library,museum,0,0
2020-03-22 05:00:00,Huntington Library,museum,0,0
2020-03-22 06:00:00,Huntington Library,museum,0,0
2020-03-22 07:00:00,Huntington Library,museum,0,0
2020-03-22 08:00:00,Huntington Library,museum,0,0
2020-03-22 09:00:00,Huntington Library,museum,0,0
2020-03-22 10:00:00,Huntington Library,museum,19,0
2020-03-22 11:00:00,Huntington Library,museum,14,0
2020-03-22 12:00:00,Huntington Library,museum,12,0
2020-03-22 13:00:00,Huntington Library,museum,7,0
2020-03-22 14:00:00,Huntington Library,museum,4,0
2020-03-22 15:00:00,Huntington Library,museum,0,0
2020-03-22 16:00:00,Huntington Library,museum,0,0
2020-03-22 17:00:00,Huntington Library,museum,0,0
2020-03-22 18:00:00,Huntington Library,museum,0,0
2020-03-22 19:00:00,Huntington Library,museum,0,0
2020-03-22 20:00:00,Huntington Library,museum,0,0
2020-03-22 21:00:00,Huntington Library,museum,0,0
